distance_mm,dest,origin,time,origin_key,origin_x,origin_y,origin_z,origin_r,dest_key,dest_x,dest_y,dest_z,dest_r
71,"[294, 80, -9, 18.9]","[19, 192, -9, 88]",1739355489.4989076,bottom_left,19.0,192.0,-9.0,88.0,top_right,294,80,-9,18.9
70,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739355490.012116,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
71,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739355490.5253084,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
71,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739355491.0386558,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
71,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739355491.5497327,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
71,"[225, 188, -9, 71]","[294, 80, -9, 18.9]",1739355492.0633702,top_right,294.0,80.0,-9.0,18.9,top_middle,225,188,-9,71.0
70,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739355492.5740657,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
71,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739355493.088534,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
70,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739355493.5972438,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
71,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739355494.105344,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
71,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739355494.606337,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
70,"[98, 88, -10, 46]","[225, 188, -9, 71]",1739355495.1189492,top_middle,225.0,188.0,-9.0,71.0,bottom_middle,98,88,-10,46.0
71,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739355495.6302698,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
70,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739355496.1376607,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
71,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739355496.6506157,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
70,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739355497.1547298,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
71,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739355497.6610336,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
71,"[241, 26, -9, 11]","[98, 88, -10, 46]",1739355498.176088,bottom_middle,98.0,88.0,-10.0,46.0,right_middle,241,26,-9,11.0
70,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739355498.684591,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
71,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739355499.1955836,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
70,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739355499.7052794,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
71,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739355500.2173862,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
70,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739355500.7276578,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
71,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739355501.243128,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
70,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739355501.7530198,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
71,"[82, 242, -9, 76]","[241, 26, -9, 11]",1739355502.2629468,right_middle,241.0,26.0,-9.0,11.0,left_middle,82,242,-9,76.0
